ChEMBLID,SMILES,pValue,StandType,grappolo
CHEMBL265957,CCOC(=O)SC1=N/C(=C/c2ccc(N(C)C)cc2)C(=O)S1,4.14,IC50,Cz
CHEMBL460050,[O-][n+]1onc2ccc(/C=N/NC(=S)Nc3ccccc3)cc21,4.11,IC50,Cz
CHEMBL470290,[O-][n+]1onc2ccc(/C=N/N=C/c3ccc(O)c(Br)c3)cc21,4.14,IC50,Cz
CHEMBL504491,[O-][n+]1onc2ccc(/C=N/N=C/c3ccc(O)cc3)cc21,4.0,IC50,Cz
CHEMBL444202,[O-][n+]1onc2ccc(/C=N/N=C/c3ccccc3O)cc21,4.17,IC50,Cz
CHEMBL512308,N=C(N)N/N=C/c1ccc(OCc2ccc3no[n+]([O-])c3c2)cc1,4.5,IC50,Cz
CHEMBL470902,NC(=S)N/N=C/c1ccc(OCc2ccc3no[n+]([O-])c3c2)cc1,4.37,IC50,Cz
CHEMBL454688,CC(C)C[C@@H]1N[C@@H](C(=O)Nc2ccccc2)CCCCC[C@@H](/C=C/S(=O)(=O)c2ccccc2)NC1=O,5.7,IC50,Cz
CHEMBL455669,FC(F)(F)c1ccnc(N/N=C/c2ccc(Cl)cc2)n1,4.07,IC50,Cz
CHEMBL453633,O=[N+]([O-])c1ccc(/C=N/Nc2nccc(C(F)(F)F)n2)cc1,4.0,IC50,Cz
CHEMBL462539,Cc1cc(C(F)(F)F)nc(N/N=C/c2ccc(Cl)cc2)n1,4.0,IC50,Cz
CHEMBL564453,COc1ccc(OC)c(CNC(=O)c2nnc(-c3ccccc3N)o2)c1,4.35,IC50,Cz
CHEMBL559646,Nc1ccccc1-c1nnc(C(=O)Nc2cccc(N3CCCC3)c2)o1,4.0,IC50,Cz
CHEMBL541083,Cc1cc(NC(=O)c2nnc(-c3ccccc3N)o2)n[nH]1,4.96,IC50,Cz
CHEMBL556466,CC(C)(C)c1cc(NC(=O)c2nnc(-c3ccccc3N)o2)n[nH]1,5.7,IC50,Cz
CHEMBL560043,Nc1ccccc1-c1nnc(C(=O)Nc2cc(-c3cccs3)[nH]n2)o1,6.0,IC50,Cz
CHEMBL550751,Nc1ccccc1-c1nnc(C(=O)Nc2cc(-c3ccccc3)[nH]n2)o1,6.1,IC50,Cz
CHEMBL556465,COc1ccc(-c2cc(NC(=O)c3nnc(-c4ccccc4N)o3)n[nH]2)cc1,6.7,IC50,Cz
CHEMBL564546,Cc1ccc(-c2cc(NC(=O)c3nnc(-c4ccccc4N)o3)n[nH]2)cc1,6.3,IC50,Cz
CHEMBL555141,Nc1ccccc1-c1nnc(C(=O)NCc2c(Cl)cccc2Cl)o1,5.1,IC50,Cz
CHEMBL555241,Cc1cc2cc(NC(=O)c3nnc(-c4ccccc4N)o3)ccc2[nH]1,5.22,IC50,Cz
CHEMBL551901,Nc1ccccc1-c1nnc(C(=O)Nc2ccc3oc4c(c3c2)CCCC4)o1,5.7,IC50,Cz
CHEMBL541696,Nc1ncccc1C(=O)OCC(=O)Nc1cc(Cl)ccc1Cl,4.57,IC50,Cz
CHEMBL572120,Nc1ccccc1-c1nnc(C(=O)NC2Cc3ccccc3C2)o1,4.96,IC50,Cz
CHEMBL561904,COc1ccc(NC(=O)c2nnc(-c3ccccc3N)o2)c(OC)c1,5.52,IC50,Cz
CHEMBL552725,Nc1ccccc1-c1nnc(C(=O)NC2CCCCCC2)o1,4.85,IC50,Cz
CHEMBL564809,Nc1ccccc1-c1nnc(C(=O)NC2CCCCC2)o1,4.6,IC50,Cz
CHEMBL559770,Nc1ccccc1C(=O)OCC(=O)Nc1cc(Cl)ccc1Cl,4.24,IC50,Cz
CHEMBL562106,CCC(NC(=O)COC(=O)c1cccnc1N)c1ccc(Br)cc1,4.08,IC50,Cz
CHEMBL550694,Nc1ncccc1C(=O)OCC(=O)NC1CCCCCC1,4.06,IC50,Cz
CHEMBL554709,NC(=O)c1ccsc1NC(=O)COC(=O)c1cc(Br)ccc1N,4.05,IC50,Cz
CHEMBL562581,Nc1ccccc1-c1nnc(C(=O)Nc2nc(-c3ccc(Cl)cc3)cs2)o1,5.52,IC50,Cz
CHEMBL549616,Nc1ccccc1-c1nnc(C(=O)NCc2csc(-c3cccs3)n2)o1,5.7,IC50,Cz
CHEMBL563023,Nc1ccccc1-c1nnc(C(=O)Nc2nnc(-c3ccc(Cl)cc3)s2)o1,5.4,IC50,Cz
CHEMBL550771,Nc1ccccc1-c1nnc(C(=O)NCc2cccc3nsnc23)o1,5.22,IC50,Cz
CHEMBL550025,Nc1ccccc1-c1nnc(C(=O)NCc2ccc3c(c2)OCO3)o1,5.22,IC50,Cz
CHEMBL560962,Cc1nn(-c2ccccc2)nc1CNC(=O)c1nnc(-c2ccccc2N)o1,5.16,IC50,Cz
CHEMBL557189,Nc1ccccc1-c1nnc(C(=O)NCc2nc3ccccc3[nH]2)o1,4.77,IC50,Cz
CHEMBL549676,Nc1ccccc1-c1nnc(C(=O)NCc2ccc(C(F)(F)F)c(F)c2)o1,5.0,IC50,Cz
CHEMBL550773,Nc1ccccc1-c1nnc(C(=O)NCc2ccc(Cn3cccn3)cc2)o1,5.1,IC50,Cz
CHEMBL560840,Nc1ccccc1-c1nnc(C(=O)NCc2ccnc(N3CCSCC3)c2)o1,4.64,IC50,Cz
CHEMBL563328,Nc1ccccc1-c1nnc(C(=O)NCc2ccc(Oc3ccccc3)cc2)o1,5.22,IC50,Cz
CHEMBL554300,Nc1ccccc1-c1nnc(C(=O)Nc2ccc3[nH]ncc3c2)o1,4.39,IC50,Cz
CHEMBL561361,Cc1ccc(CNC(=O)c2nnc(-c3ccccc3N)o2)o1,4.85,IC50,Cz
CHEMBL561239,Nc1ccccc1-c1nnc(C(=O)NC2CCc3ccccc32)o1,4.77,IC50,Cz
CHEMBL550960,CC(NC(=O)c1nnc(-c2ccccc2N)o1)C12CC3CC(CC(C3)C1)C2,4.75,IC50,Cz
CHEMBL562224,CCN(CC)c1ccc(NC(=O)c2nnc(-c3ccccc3N)o2)cc1,4.44,IC50,Cz
CHEMBL554736,Nc1ccccc1-c1nnc(C(=O)NCc2ccccc2OC2CCOCC2)o1,4.38,IC50,Cz
CHEMBL550965,Nc1ccccc1-c1nnc(C(=O)NCc2ccccc2N2CCOCC2)o1,4.42,IC50,Cz
CHEMBL550633,Nc1ccccc1-c1nnc(C(=O)N[C@@H]2c3ccccc3C[C@@H]2O)o1,4.5,IC50,Cz
CHEMBL560503,Nc1ccccc1-c1nnc(C(=O)NCc2cccc(N3CCOCC3)c2)o1,4.48,IC50,Cz
CHEMBL550634,CC1C2CCC(C)(C2)C1NC(=O)c1nnc(-c2ccccc2N)o1,4.44,IC50,Cz
CHEMBL565191,Nc1ccccc1-c1nnc(C(=O)NCc2ccnc(N3CCOCC3)c2)o1,4.08,IC50,Cz
CHEMBL550836,Nc1ccccc1-c1nnc(C(=O)NCc2c(N)cccc2F)o1,4.28,IC50,Cz
CHEMBL563197,Nc1ccccc1-c1nnc(C(=O)Nc2ccc(N3CCOCC3)cc2)o1,4.21,IC50,Cz
CHEMBL550287,Nc1ccccc1-c1nnc(C(=O)NCc2cccc(-n3cccn3)c2)o1,4.77,IC50,Cz
CHEMBL566920,O=C(Nc1ccc(/N=N/c2ccccc2)cc1)c1cccc(Cl)c1,4.92,IC50,Cz
CHEMBL566931,Cc1ccc(Cl)cc1NC(=O)CCC(=O)Nc1cc(Cl)ccc1C,4.92,IC50,Cz
CHEMBL571065,Cc1sc(NC(=S)NC(=O)C2CCCCC2)c(C(N)=O)c1C,4.92,IC50,Cz
CHEMBL579075,COc1ccc(/C=N/NC(=O)c2ccc(Br)cc2)cc1Cn1cc(Cl)cn1,4.92,IC50,Cz
CHEMBL567959,Cc1ccc(C(=O)Nc2nc(-c3cc(Cl)sc3Cl)cs2)cc1,4.92,IC50,Cz
CHEMBL567132,c1ccc(-c2cc3c(NCC4COc5ccccc5O4)ncnc3s2)cc1,4.92,IC50,Cz
CHEMBL567145,CCN(Cc1ccccc1)c1nc2c(S(=O)(=O)c3ccccc3)nnn2c2ccc(Cl)cc12,4.92,IC50,Cz
CHEMBL565862,COc1ccc(S(=O)(=O)Nc2nc3ccccc3nc2NCc2ccc3c(c2)OCO3)cc1,4.92,IC50,Cz
CHEMBL566932,C=C(C)CSc1cc(N)c(C#N)c(-c2ccc(C)cc2)c1C#N,4.92,IC50,Cz
CHEMBL12998,CCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,4.92,IC50,Cz
CHEMBL577938,N#Cc1c(-c2ccccc2)cc(-c2ccco2)c(C#N)c1N,4.92,IC50,Cz
CHEMBL566064,O=C(Nc1nc(-c2ccc(S(=O)(=O)N3CCCCCC3)cc2)cs1)c1cccs1,4.92,IC50,Cz
CHEMBL576039,CCSc1nnc(NC(=O)c2ccc(Br)s2)s1,4.92,IC50,Cz
CHEMBL567335,O=C(Cn1c(=O)oc2ccccc21)Nc1oc(-c2ccccc2)c(-c2ccccc2)c1O,4.92,IC50,Cz
CHEMBL567337,O=C(Nc1nc(-c2cccs2)cs1)c1ccc(S(=O)(=O)N2CCCC2)cc1,4.92,IC50,Cz
CHEMBL567356,O=C(COC(=O)c1cccc(Oc2ccccc2)c1)Nc1nnc(-c2ccccc2)o1,4.92,IC50,Cz
CHEMBL567529,Cn1c(C(C#N)C(=O)c2sc3ccccc3c2Cl)nc2ccccc21,4.92,IC50,Cz
CHEMBL566068,Oc1cc(-c2ccc(Cl)c(Cl)c2)[nH]n1,4.92,IC50,Cz
CHEMBL577752,O=C(Nc1nc(-c2cccc(Br)c2)cs1)Oc1ccccc1,4.52,IC50,Cz
CHEMBL578585,Cc1cc(NC(=O)Cc2cccs2)no1,4.52,IC50,Cz
CHEMBL567130,CCc1ccc(C(=O)CSC2=C(C#N)C(c3ccco3)C(C(C)=O)=C(C)N2)cc1,4.52,IC50,Cz
CHEMBL566706,O=C(CSc1nnc(-c2ccccc2)o1)N1CCN(c2ccccc2)CC1,4.52,IC50,Cz
CHEMBL567323,Cc1cccc(NS(=O)(=O)c2ccc(C)c(C(=O)OCC(=O)Nc3cc(C)on3)c2)c1,4.52,IC50,Cz
CHEMBL567531,O=C(COC(=O)c1cc(-c2ccco2)nc2ccccc12)NCc1ccc2c(c1)OCO2,4.52,IC50,Cz
CHEMBL31574,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)ccc12,4.52,IC50,Cz
CHEMBL39878,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)Nc1ccc(O)cc1,4.52,IC50,Cz
CHEMBL567735,COC(=O)c1ccc(-c2nc(-c3ccc(Br)o3)no2)cc1,4.52,IC50,Cz
CHEMBL566690,O=C(CS[n+]1cc(-c2ccc(F)cc2)cs1)NC(=O)NCc1ccco1.[Cl-],4.22,IC50,Cz
CHEMBL567161,CCNc1nc(C#N)nc(Nc2ccccc2)n1,6.15,IC50,Cz
CHEMBL566069,N#Cc1nc(Nc2ccccc2)nc(NC2CCCC2)n1,6.15,IC50,Cz
CHEMBL576847,CCCNc1nc(C#N)nc(Nc2ccccc2)n1,6.1,IC50,Cz
CHEMBL566691,CC(C)Nc1nc(C#N)nc(Nc2ccccc2)n1,6.05,IC50,Cz
CHEMBL567135,N#Cc1nc(NCC2CC2)nc(Nc2ccccc2)n1,6.05,IC50,Cz
CHEMBL565866,CC(C)CNc1nc(C#N)nc(Nc2ccccc2)n1,6.05,IC50,Cz
CHEMBL566067,CCCCNc1nc(C#N)nc(Nc2ccccc2)n1,6.05,IC50,Cz
CHEMBL567137,N#Cc1nc(NCCCCO)nc(Nc2ccccc2)n1,6.05,IC50,Cz
CHEMBL567354,CNc1nc(C#N)nc(Nc2ccccc2)n1,5.9,IC50,Cz
CHEMBL578161,N#Cc1nc(Nc2ccccc2)nc(NC2CCCCC2)n1,5.85,IC50,Cz
CHEMBL567769,N#Cc1nc(NCCO)nc(Nc2ccccc2)n1,5.8,IC50,Cz
CHEMBL567783,N#Cc1nc(Nc2cccc([N+](=O)[O-])c2)nc(NC2CCCC2)n1,7.2,IC50,Cz
CHEMBL567784,N#Cc1nc(Nc2cccc(F)c2)nc(NC2CCCC2)n1,7.1,IC50,Cz
CHEMBL567785,N#Cc1nc(Nc2cccc(Cl)c2)nc(NC2CCCC2)n1,7.1,IC50,Cz
CHEMBL566924,N#Cc1nc(Nc2cccc(Br)c2)nc(NC2CCCC2)n1,7.0,IC50,Cz
CHEMBL567147,N#Cc1nc(Nc2ccc(F)cc2)nc(NC2CCCC2)n1,6.9,IC50,Cz
CHEMBL576648,Cc1cccc(Nc2nc(C#N)nc(NC3CCCC3)n2)c1,6.9,IC50,Cz
CHEMBL566903,N#Cc1nc(Nc2ccc(Br)cc2)nc(NC2CCCC2)n1,5.95,IC50,Cz
CHEMBL566273,N#Cc1nc(Nc2cccc(-c3ccccc3)c2)nc(NC2CCCC2)n1,5.65,IC50,Cz
CHEMBL568171,N#Cc1nc(Nc2cc(F)cc(F)c2)nc(NC2CCCC2)n1,7.2,IC50,Cz
CHEMBL568172,N#Cc1nc(Nc2cc(Cl)cc(Cl)c2)nc(NC2CCCC2)n1,6.4,IC50,Cz
CHEMBL567340,N#Cc1nc(NCC(F)F)nc(Nc2cc(F)cc(F)c2)n1,7.6,IC50,Cz
CHEMBL567341,CCn1cnc2c(Nc3cc(F)cc(F)c3)nc(C#N)nc21,8.0,IC50,Cz
CHEMBL578159,N#Cc1nc(Nc2cc(F)cc(F)c2)c2ncn(CC(F)F)c2n1,7.89,IC50,Cz
CHEMBL567142,N#Cc1nc(Nc2cc(F)cc(F)c2)c2ncn(C3CCCC3)c2n1,7.75,IC50,Cz
CHEMBL577121,CCn1cnc2c(Nc3cccc(Cl)c3)nc(C#N)nc21,7.75,IC50,Cz
CHEMBL578162,N#Cc1nc(Nc2cccc(Cl)c2)c2ncn(C3CCCC3)c2n1,7.4,IC50,Cz
CHEMBL567786,N#Cc1nc(NCC(F)F)c2ncn(-c3cc(F)cc(F)c3)c2n1,7.3,IC50,Cz
CHEMBL566904,CCNc1nc(C#N)nc2c1ncn2-c1cccc(Cl)c1,7.2,IC50,Cz
CHEMBL566905,N#Cc1nc(NCC(F)F)c2ncn(-c3cccc(Cl)c3)c2n1,7.15,IC50,Cz
CHEMBL567134,CCNc1nc(C#N)nc2c1ncn2-c1cc(F)cc(F)c1,6.6,IC50,Cz
CHEMBL585873,N#Cc1nc(NC2CCCC2)c2ncn(-c3cc(F)cc(F)c3)c2n1,6.5,IC50,Cz
CHEMBL571295,CCOc1nc(C#N)nc(N2CCCCC2)n1,7.05,IC50,Cz
CHEMBL577764,N#Cc1nc(N)nc(N(c2ccccc2)c2ccccc2)n1,7.16,IC50,Cz
CHEMBL579273,N#Cc1nc(Nc2cccc(C(F)(F)F)c2)nc(NC2CCCC2)n1,7.4,IC50,Cz
CHEMBL600002,CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccc3ncccc3c2)C(C)C)nn1,6.34,Ki,Cz
CHEMBL604946,CCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccc3ncccc3c2)C(C)C)nn1,5.98,Ki,Cz
CHEMBL602886,CC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccc3ncccc3c2)C(C)C)nn1,5.17,Ki,Cz
CHEMBL592403,CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccc3ncccc3c2)C2CC2)nn1,6.03,Ki,Cz
CHEMBL592404,CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@](C)(CC(C)C)NCc2ccc3ncccc3c2)nn1,7.0,Ki,Cz
CHEMBL603089,CCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@](C)(CC(C)C)NCc2ccc3ncccc3c2)nn1,6.72,Ki,Cz
CHEMBL579303,CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccc3ncccc3c2)C2CCC2)nn1,6.89,Ki,Cz
CHEMBL602277,CCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccc3ncccc3c2)C2CCC2)nn1,6.46,Ki,Cz
CHEMBL592646,CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccc3ncccc3c2)C2CCCC2)nn1,6.96,Ki,Cz
CHEMBL591771,CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccc3ncccc3c2)C2CCCCC2)nn1,5.91,Ki,Cz
CHEMBL1078675,Cc1nc(-c2ccccc2)sc1C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1,5.0,IC50,Cz
CHEMBL1078778,Cc1nc(-c2cccnc2)sc1C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1,5.7,IC50,Cz
CHEMBL1078779,Cc1nc(-c2cnccn2)sc1C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1,6.0,IC50,Cz
CHEMBL1078855,O=C(N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1)c1cc(-c2ccccc2)no1,5.7,IC50,Cz
CHEMBL1078981,O=C(N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1)c1cc(-c2ccncc2)no1,5.3,IC50,Cz
CHEMBL1079067,O=C(N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1)c1cc(-c2cccnc2)no1,6.0,IC50,Cz
CHEMBL1079068,O=C(N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1)c1cc(-c2ccccn2)no1,5.22,IC50,Cz
CHEMBL1079162,O=C(N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1)[C@@H]1CCCC[C@H]1C(=O)c1ccc(Cl)cc1,7.3,IC50,Cz
CHEMBL1292,CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,4.4,IC50,Cz
CHEMBL405110,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1.[Cl-],4.07,IC50,Cz
CHEMBL21333,O=C(Nc1cccc2c(=O)cc(-c3nnn[nH]3)oc12)c1ccc(OCCCCc2ccccc2)cc1,4.17,IC50,Cz
CHEMBL1083993,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1.Cl,5.4,IC50,Cz
CHEMBL1014,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,4.38,IC50,Cz
CHEMBL308954,Cc1cc(C#N)cc(C)c1Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,5.4,IC50,Cz
CHEMBL672,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,4.21,IC50,Cz
CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,4.06,IC50,Cz
CHEMBL64391,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,5.52,IC50,Cz
CHEMBL1085699,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1,5.22,IC50,Cz
CHEMBL259223,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=C(C)C(=O)c2ccccc2C1=O,4.75,IC50,Cz
CHEMBL81,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,4.48,IC50,Cz
CHEMBL1084541,Cc1c(C)c2c(c(C)c1OC(=O)c1cccnc1)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,4.01,IC50,Cz
CHEMBL1086440,CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1,4.82,IC50,Cz
CHEMBL1173325,CC(NC(=O)c1ccccc1Cl)C(=O)OC(C(=O)Nc1cc(C(F)(F)F)ccc1Cl)c1ccccc1,4.96,IC50,Cz
CHEMBL1171857,Cc1cc(C(=O)NCC(=O)OC(C(=O)Nc2cc(C(F)(F)F)ccc2Cl)c2ccccc2)ccc1[N+](=O)[O-],6.4,IC50,Cz
CHEMBL1172020,Cc1cc(NC(=O)COC(=O)C(Cc2ccccc2)NC(=O)c2ccco2)no1,4.42,IC50,Cz
CHEMBL1172021,COc1ccc(Cl)cc1NC(=O)COC(=O)C(CC(C)C)N1C(=O)C2CC=CCC2C1=O,6.0,IC50,Cz
CHEMBL1172022,CC(C)C(NC(=O)c1ccco1)C(=O)NCC(c1ccco1)N1CCCCC1,5.16,IC50,Cz
CHEMBL1172971,Cc1ccccc1OCC(=O)NCC(=O)OCC(=O)c1ccc2ccccc2c1,6.16,IC50,Cz
CHEMBL1172972,O=C(CNC(=O)c1ccc(Cl)cc1)OCC(=O)c1ccc2c(c1)OCCO2,6.3,IC50,Cz
CHEMBL1173672,O=C(CNC(=O)c1ccccc1)OC(C(=O)Nc1cc(C(F)(F)F)ccc1Cl)c1ccccc1,6.52,IC50,Cz
CHEMBL1173673,COCCn1c(C)cc(C(=O)COC(=O)CNC(=O)c2ccccc2)c1C,4.75,IC50,Cz
CHEMBL1173691,Cc1cc(NC(=O)COC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)c2ccc(F)cc2)no1,5.52,IC50,Cz
CHEMBL1173692,O=C(CNC(=O)c1ccc(Cl)cc1)OC(C(=O)Nc1ccc(Cl)cc1C(F)(F)F)c1ccccc1,6.16,IC50,Cz
CHEMBL1173693,COc1ccc(NC(=O)COC(=O)C(CC(C)C)N2C(=O)C3CC=CCC3C2=O)cc1Cl,6.1,Ki,Cz
CHEMBL1173694,O=C(COc1ccccc1Br)NCCc1nc2ccccc2[nH]1,5.7,Ki,Cz
CHEMBL597857,Clc1ccc2[nH]c3c(NCCCN4CCOCC4)ncnc3c2c1,5.7,Ki,Cz
CHEMBL1276253,CC1S/C(=N/N=C/CCSc2ccc(Cl)cc2)NC1=O,6.7,IC50,Cz
CHEMBL1276301,Cc1ccc(SC/C=N/N=C2\NC(=O)C(C)S2)cc1,4.69,IC50,Cz
CHEMBL1276198,CC1S/C(=N/N=C/CCSc2ccccc2)NC1=O,6.4,IC50,Cz
CHEMBL1275672,CC1S/C(=N/N=C/CCSc2ccccc2)NC1=S,7.22,IC50,Cz
CHEMBL195454,CC(C)C[C@H](N[C@@H](c1ccc(-c2ccc(N3CCNCC3)cc2)cc1)C(F)(F)F)C(=O)NCC#N,8.74,IC50,Cz
CHEMBL2042780,O=C(/C=C/c1ccccc1)N/N=C/c1ccccc1O,4.28,IC50,Cz
CHEMBL2042788,O=C(/C=C/c1ccc2c(c1)OCO2)N/N=C/c1ccccc1O,4.13,IC50,Cz
CHEMBL2042791,COc1cc(/C=N/NC(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)cc([N+](=O)[O-])c1O,4.34,IC50,Cz
CHEMBL2042792,COc1cc(/C=C/C(=O)N/N=C/c2ccccc2O)cc([N+](=O)[O-])c1OC,4.08,IC50,Cz
CHEMBL2042793,COc1cc(/C=N/NC(=O)/C=C/c2cc(OC)c(OC)c([N+](=O)[O-])c2)cc([N+](=O)[O-])c1O,4.35,IC50,Cz
CHEMBL507837,O=C(/C=C/c1ccc2c(c1)OCO2)c1ccc(Br)cc1,4.7,IC50,Cz
CHEMBL2042801,COc1ccc2cc(O)c(C(=O)N/N=C/c3c(O)ccc4ccccc34)cc2c1,6.22,IC50,Cz
CHEMBL2158234,O=C(N/N=C/c1ccc2c(c1)OCO2)c1nc(-c2ccc(Br)cc2)no1,7.52,IC50,Cz
CHEMBL2158133,COc1cc(/C=N/NC(=O)c2nc(-c3ccc(Br)cc3)no2)ccc1O,6.7,IC50,Cz
CHEMBL2158132,COc1cc(/C=N/NC(=O)c2nc(-c3ccc(Cl)cc3)no2)ccc1O,7.4,IC50,Cz
CHEMBL2180669,CCC1S/C(=N/N=C(\C)COc2ccccc2)N(C)C1=O,4.5,IC50,Cz
CHEMBL2180665,C/C(COc1ccccc1)=N\N=C1/NC(=O)C(C(C)C)S1,4.72,IC50,Cz
CHEMBL2180345,CCC1S/C(=N/N=C(\C)COc2ccccc2)NC1=S,4.73,IC50,Cz
CHEMBL2180346,CCC1S/C(=N/N=C(\C)COc2ccccc2)N(c2ccc(C)cc2)C1=O,4.93,IC50,Cz
CHEMBL2180340,C/C(COc1ccccc1)=N\N=C1\SC(C)C(=O)N1c1ccccc1,4.97,IC50,Cz
CHEMBL2180339,C/C(COc1ccccc1)=N\N=C1\SCC(=O)N1c1ccccc1,4.99,IC50,Cz
CHEMBL2180341,CCC1S/C(=N/N=C(\C)COc2ccccc2)N(c2ccccc2)C1=O,5.02,IC50,Cz
CHEMBL2180347,CCC1S/C(=N/N=C(\C)COc2ccccc2)N(c2ccc(OC)cc2)C1=O,5.06,IC50,Cz
CHEMBL2180670,C/C(COc1ccccc1)=N\N=C1\SC(C(C)C)C(=O)N1C,5.1,IC50,Cz
CHEMBL2180344,C/C(COc1ccccc1)=N\N=C1\SC(c2ccccc2)C(=S)N1c1ccccc1,5.16,IC50,Cz
CHEMBL2180342,C/C(COc1ccccc1)=N\N=C1\SC(C(C)C)C(=O)N1c1ccccc1,5.18,IC50,Cz
CHEMBL151,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,4.56,IC50,Cz
CHEMBL44,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,4.08,IC50,Cz
CHEMBL2402106,CS(=O)(=O)c1sc(C(=O)NC(=S)Nc2ccc(OC(F)(F)F)cc2)c2ccccc12,5.16,IC50,Cz
CHEMBL2402109,O=C(NC(=S)Nc1ncccc1OCc1ccccc1)c1cccn1S(=O)(=O)c1ccccc1,5.52,IC50,Cz
CHEMBL2402102,Cn1nc(C(F)(F)F)cc1-c1ccc(NC(=O)Nc2cccc(C(F)(F)F)c2)s1,5.51,IC50,Cz
CHEMBL2402107,CCOC(=O)c1ccc(NC(=S)NC(=O)c2ccc(Cl)c(Cl)c2)cc1,5.72,IC50,Cz
CHEMBL2402103,O=C(Nc1ccc(Cl)cc1)Nc1csc(-c2ccc(C(F)(F)F)cc2)n1,5.92,IC50,Cz
CHEMBL3221953,CCCC/C(=N/NC(N)=[Se])c1ccc(Cl)c(Cl)c1,8.19,Ki,Cz
CHEMBL3221948,C/C(=N\NC(N)=[Se])c1cccc(Br)c1,7.53,Ki,Cz
CHEMBL3221952,NC(=[Se])NN=C(c1cccc(Br)c1)c1cccc(Br)c1,7.88,Ki,Cz
CHEMBL2297590,C/C(=N/NC(N)=S)c1cccc(Br)c1,6.85,Ki,Cz
CHEMBL1572619,O=C(COc1ccccc1)NCCc1nc2ccccc2[nH]1,4.96,IC50,Cz
CHEMBL3233081,O=C(COc1ccccc1F)NCCc1nc2ccccc2[nH]1,5.28,IC50,Cz
CHEMBL3233082,O=C(COc1ccccc1Cl)NCCc1nc2ccccc2[nH]1,5.52,IC50,Cz
CHEMBL3233083,O=C(COc1ccccc1I)NCCc1nc2ccccc2[nH]1,5.8,IC50,Cz
CHEMBL3233084,N#Cc1ccccc1OCC(=O)NCCc1nc2ccccc2[nH]1,4.19,IC50,Cz
