ChEMBLID,pValue,grappolo,SlogP,TPSA,ExactMW,NumRotatableBonds,NumHBD,NumHBA,NumAromaticRings,FractionCSP3
CHEMBL5176188,9.55,Cz,6.49420000000001,146.38,849.504049484002,32,3,8,3,0.46
CHEMBL5199542,9.59,Cz,6.24980000000001,146.38,847.488399420002,27,3,8,3,0.46
CHEMBL5184737,9.96,Cz,6.35728000000001,160.94,844.488733768002,30,3,8,3,0.44
CHEMBL5175270,9.89,Cz,6.11288000000001,160.94,842.473083704002,25,3,8,3,0.44
CHEMBL5204190,9.16,Cz,7.63880000000001,137.15,869.509134864002,30,3,7,4,0.415094339622642
CHEMBL5202965,8.81,Cz,7.39440000000001,137.15,867.493484800002,25,3,7,4,0.415094339622642
CHEMBL5199098,7.53,Cz,1.6991,29.6,154.099379688,6,0,2,0,0.666666666666667
CHEMBL5276613,4.11,Cz,3.2009,67.01,387.058238916001,7,2,3,3,0.222222222222222
CHEMBL5269694,6.4,Cz,2.14878,97.78,346.142975816001,6,3,3,3,0.15
CHEMBL2172005,5.9,Cz,2.71968,94.9,454.258005568001,9,1,6,1,0.64
CHEMBL5285296,6.6,Cz,1.82498,94.88,386.03783782,6,2,4,2,0.176470588235294
CHEMBL5275039,6,Cz,1.82822,56.15,245.11642672,5,1,4,2,0.230769230769231
CHEMBL1316091,5.7,Cz,4.66272,56.15,405.241627232001,9,1,4,3,0.44
CHEMBL5270249,4.26,Cz,5.26590000000001,17.82,328.057510644,5,0,2,3,0.235294117647059
CHEMBL5278633,4.29,Cz,3.4444,45.4,328.981818436,6,2,3,2,0.230769230769231
CHEMBL5290080,4.04,Cz,3.7843,37.64,398.039667660001,6,1,4,2,0.411764705882353
CHEMBL5287453,6.35,Cz,3.5296,63.55,356.933822688,3,2,3,2,0
CHEMBL100563,7.41,hCatL,3.5647,143.14,594.305349684001,17,3,7,2,0.46875
CHEMBL314777,7.28,hCatL,2.1577,179.56,655.405732416002,19,4,8,1,0.705882352941177
CHEMBL86453,6.81,hCatL,1.5216,179.56,639.374432288002,16,4,8,1,0.696969696969697
CHEMBL264623,7.92,hCatL,1.1315,179.56,625.358782224001,19,4,8,1,0.6875
CHEMBL87150,7.54,hCatL,3.1204,179.56,703.405732416002,18,4,8,2,0.578947368421053
CHEMBL313182,7.52,hCatL,1.3767,179.56,661.339938600001,15,4,8,1,0.6875
CHEMBL340663,4.43,hCatL,3.1578,96.52,357.11134134,4,2,5,3,0
CHEMBL340384,4.66,hCatL,3.8112,96.52,391.072368988,4,2,5,3,0
CHEMBL335942,6.7,hCatL,2.9744,61.96,298.168127944001,5,2,2,2,0.444444444444444
CHEMBL171998,7.5,hCatL,6.83410000000001,79.46,549.299142108001,15,3,4,4,0.257142857142857
CHEMBL342189,8.28,hCatL,2.9143,108.13,449.140927216001,9,3,4,4,0.166666666666667
CHEMBL354439,8.7,hCatL,6.54750000000001,82.7,570.356991332001,16,3,5,3,0.428571428571429
CHEMBL170962,5.11,hCatL,6.00760000000001,73.91,554.325691204001,11,2,5,3,0.411764705882353
CHEMBL134494,9.02,hCatL,3.2626,92.34,418.192628440001,14,2,4,2,0.454545454545455
CHEMBL1790991,8.7,hCatL,4.6493,103.09,488.203525384001,11,4,3,3,0.32
CHEMBL169560,9,hCatL,6.44970000000001,102.93,620.336255888001,15,4,6,4,0.315789473684211
CHEMBL354132,9,hCatL,7.39120000000001,95.06,643.352240300001,14,3,6,4,0.325
CHEMBL341014,7.7,hCatL,3.2539,84.5,396.204907376001,12,2,4,2,0.347826086956522
CHEMBL1790998,8.15,hCatL,3.7352,100.29,435.215806408001,12,3,4,3,0.32
CHEMBL334405,8.35,hCatL,4.1371,108.13,525.172227344001,10,3,4,5,0.133333333333333
CHEMBL334443,8.51,hCatL,2.2364,92.34,376.145678248001,11,2,4,2,0.368421052631579
CHEMBL191881,8.18,hCatL,0.0150700000000052,166.27,426.295453696001,19,6,5,0,0.75
CHEMBL353725,8.7,hCatL,6.15740000000001,82.7,556.341341268001,15,3,5,3,0.411764705882353
CHEMBL1790995,8.66,hCatL,3.8844,86.35,450.208947200001,12,4,4,3,0.32
CHEMBL1790994,8.35,hCatL,5.3599,86.35,486.208947200001,11,4,4,4,0.25
CHEMBL169448,9,hCatL,6.74410000000001,82.7,604.341341268001,14,3,5,4,0.315789473684211
CHEMBL336415,8.85,hCatL,3.1648,112.57,468.171892996001,13,3,5,3,0.28
CHEMBL1790996,8.68,hCatL,3.2388,91.06,405.205241724001,11,3,3,3,0.291666666666667
CHEMBL1791000,8.66,hCatL,4.2067,86.35,436.193297136001,11,4,4,3,0.291666666666667
CHEMBL172456,7.44,hCatL,6.25450000000001,82.7,588.313412268001,16,3,6,3,0.411764705882353
CHEMBL336591,9.02,hCatL,3.4592,92.34,452.176978376001,12,2,4,3,0.28
CHEMBL132595,8.37,hCatL,2.4575,134.43,507.146406520001,11,3,6,4,0.192307692307692
CHEMBL1790999,8.66,hCatL,3.09572,108.13,455.187877408001,13,3,4,3,0.333333333333333
CHEMBL423447,6.64,hCatL,5.1671,79.46,473.267841980001,14,3,4,3,0.310344827586207
CHEMBL77354,5.82,hCatL,3.5864,92.35,426.263090948001,16,3,5,2,0.458333333333333
CHEMBL336748,6.82,hCatL,2.5258,108.13,435.125277152001,8,3,4,4,0.130434782608696
CHEMBL134565,6.96,hCatL,3.0269,61.96,320.152477880001,7,2,2,3,0.2
CHEMBL170242,8.7,hCatL,5.0037,91.93,558.320605824001,15,3,6,3,0.393939393939394
CHEMBL169708,8.05,hCatL,7.13420000000001,82.7,618.356991332001,15,3,5,4,0.333333333333333
CHEMBL341577,8.66,hCatL,3.9405,108.13,491.187877408001,12,3,4,4,0.259259259259259
CHEMBL132652,7.5,hCatL,4.4957,61.96,410.199428072001,9,2,2,4,0.185185185185185
CHEMBL353633,5.39,hCatL,5.52130000000001,82.7,528.310041140001,13,3,5,3,0.375
CHEMBL171403,9,hCatL,6.15740000000001,82.7,556.341341268001,15,3,5,3,0.411764705882353
CHEMBL74142,5.64,hCatL,3.3021,110.17,484.198966468001,14,3,7,3,0.333333333333333
CHEMBL1791001,8.48,hCatL,3.3335,100.29,401.231456472001,10,3,4,2,0.5
CHEMBL1790990,8.21,hCatL,3.3082,103.09,434.231790820001,12,4,3,3,0.32
CHEMBL341197,9.13,hCatL,2.8725,92.34,404.176978376001,13,2,4,2,0.428571428571429
CHEMBL1790993,8.72,hCatL,3.9405,108.13,491.187877408001,12,3,4,4,0.259259259259259
CHEMBL1790997,8.48,hCatL,3.93892,103.09,434.231790820001,12,4,3,3,0.32
CHEMBL1790992,7.52,hCatL,2.5164,103.09,386.231790820001,13,4,3,2,0.476190476190476
CHEMBL99195,8.89,hCatL,2.7643,84.5,380.176978376001,14,2,5,1,0.526315789473684
CHEMBL135471,7.02,hCatL,1.8479,92.34,362.130028184001,10,2,4,2,0.333333333333333
CHEMBL1790989,8.7,hCatL,4.7837,103.09,470.231790820001,11,4,3,4,0.25
CHEMBL136252,9.01,hCatL,3.5504,108.13,477.172227344001,11,3,4,4,0.230769230769231
CHEMBL335007,6.54,hCatL,3.6105,61.96,314.199428072001,11,2,2,2,0.473684210526316
CHEMBL1791004,8.41,hCatL,3.9405,108.13,491.187877408001,12,3,4,4,0.259259259259259
CHEMBL306503,7.3,hCatL,4.1914,79.46,425.267841980001,16,3,4,2,0.44
CHEMBL300241,6.05,hCatL,1.547,100.54,309.063722452,3,2,5,2,0.0588235294117647
CHEMBL51776,5.27,hCatL,2.516,144.94,466.137615664001,10,2,8,2,0.25
CHEMBL50627,6.22,hCatL,2.1276,47.03,209.047678464,0,0,3,2,0
CHEMBL51314,6.3,hCatL,3.7172,63.24,307.120843404001,1,1,3,2,0.210526315789474
CHEMBL417727,6.22,hCatL,2.3148,60.16,223.063328528,1,1,3,2,0
CHEMBL50878,6.4,hCatL,4.124,63.24,345.080121464,2,1,3,3,0
CHEMBL98540,7.09,hCatL,1.9688,121.52,439.247106536001,16,4,5,2,0.4
CHEMBL99561,5.52,hCatL,3.0065,104.73,440.231122124001,15,3,5,2,0.4
CHEMBL100428,5.2,hCatL,5.23100000000001,93.73,530.278072316001,17,2,5,3,0.34375
CHEMBL285585,6.78,hCatL,2.3218,122.83,487.174335520001,9,3,6,3,0.185185185185185
CHEMBL97402,6.1,hCatL,1.609,138.59,453.226371092001,15,4,5,2,0.36
CHEMBL31363,7.04,hCatL,2.1374,105.76,439.210721028001,12,3,5,2,0.375
CHEMBL282602,7.77,hCatL,2.5438,105.76,459.179420900001,9,3,5,3,0.192307692307692
CHEMBL281518,4.43,hCatL,1.1387,96.53,367.153206152001,7,3,4,2,0.25
CHEMBL30969,6.79,hCatL,2.2815,105.76,439.210721028001,12,3,5,2,0.375
CHEMBL97493,6.19,hCatL,3.0065,104.73,440.231122124001,15,3,5,2,0.4
CHEMBL31272,7.82,hCatL,3.2571,96.53,475.156577280001,9,3,5,3,0.192307692307692
CHEMBL284984,5.4,hCatL,2.6816,105.76,473.195070964001,10,3,5,3,0.222222222222222
CHEMBL31788,10,hCatL,3.2571,96.53,475.156577280001,9,3,5,3,0.192307692307692
CHEMBL30957,6.11,hCatL,2.2799,105.76,439.210721028001,8,3,5,2,0.375
CHEMBL96987,6.89,hCatL,1.5262,121.52,391.247106536001,17,4,5,1,0.571428571428571
CHEMBL100095,4.65,hCatL,3.6606,93.73,454.246772188001,16,2,5,2,0.423076923076923
CHEMBL30356,7.33,hCatL,2.6408,122.83,515.205635648001,11,3,6,3,0.241379310344828
CHEMBL100482,7.77,hCatL,1.9688,121.52,439.247106536001,16,4,5,2,0.4
CHEMBL287630,10,hCatL,1.9387,130.67,507.146406520001,9,3,6,3,0.192307692307692
CHEMBL327290,4.78,hCatL,4.0507,93.73,468.262422252001,17,2,5,2,0.444444444444444
CHEMBL417303,7.38,hCatL,1.0279,122.83,425.158685456001,9,3,6,2,0.272727272727273
CHEMBL99288,6.12,hCatL,1.1664,138.59,405.226371092001,16,4,5,1,0.523809523809524
CHEMBL30401,8.59,hCatL,2.5438,105.76,459.179420900001,9,3,5,3,0.192307692307692
CHEMBL335426,5.62,hCatL,2.8895,144.05,537.212452344001,12,2,10,4,0.241379310344828
CHEMBL334717,5.75,hCatL,3.9416,111.45,457.200156344001,12,3,6,3,0.222222222222222
CHEMBL336115,6.68,hCatL,3.7282,137.75,515.205635648001,14,3,8,3,0.241379310344828
CHEMBL133508,6.66,hCatL,4.2434,74.15,413.210327104001,11,2,4,3,0.230769230769231
CHEMBL334879,5.85,hCatL,4.595,111.45,491.161183992001,12,3,6,3,0.222222222222222
CHEMBL335269,5.21,hCatL,3.63318,111.45,443.184506280001,11,3,6,3,0.192307692307692
CHEMBL133107,5.85,hCatL,4.0807,111.45,475.190734532001,12,3,6,3,0.222222222222222
CHEMBL133785,5.55,hCatL,3.9416,111.45,457.200156344001,12,3,6,3,0.222222222222222
CHEMBL131732,6.25,hCatL,4.3471,137.75,541.221285712001,14,3,8,3,0.290322580645161
CHEMBL131688,5.96,hCatL,3.7511,137.75,531.180563772001,12,3,8,3,0.241379310344828
CHEMBL440590,5.76,hCatL,0.97178,56.13,215.105862036,2,1,3,1,0.333333333333333
CHEMBL262697,5.4,hCatL,0.56328,27.03,96.068748256,0,0,2,0,0.8
CHEMBL8547,7,hCatL,1.36848,36.26,188.094963004,3,0,3,1,0.363636363636364
CHEMBL8577,6.19,hCatL,0.82928,56.13,215.105862036,3,1,3,1,0.333333333333333
CHEMBL8123,6.37,hCatL,0.17318,27.03,82.053098192,0,0,2,0,0.75
CHEMBL276169,7.3,hCatL,0.37778,73.2,251.072847656,4,1,4,1,0.363636363636364
CHEMBL8796,8.22,hCatL,1.09578,56.13,221.152812228,3,1,3,0,0.833333333333333
CHEMBL8816,6.07,hCatL,2.63878,56.13,291.137162164001,3,1,3,2,0.222222222222222
CHEMBL8726,7,hCatL,1.74858,36.26,194.141913196,3,0,3,0,0.909090909090909
CHEMBL8563,6.46,hCatL,0.76788,73.2,265.08849772,4,1,4,1,0.416666666666667
CHEMBL8591,4.94,hCatL,0.91038,73.2,265.08849772,4,1,4,1,0.416666666666667
CHEMBL8517,6.35,hCatL,2.03148,39.92,195.079647288,0,0,3,2,0.166666666666667
CHEMBL275080,7.1,hCatL,0.52028,73.2,251.072847656,3,1,4,1,0.363636363636364
CHEMBL8480,4.64,hCatL,1.36188,56.13,229.1215121,3,1,3,1,0.384615384615385
CHEMBL274616,6.82,hCatL,2.00618,36.26,216.126263132,4,0,3,1,0.461538461538462
CHEMBL273229,7.27,hCatL,1.46818,65.36,245.11642672,3,1,4,1,0.384615384615385
CHEMBL177914,9.07,hCatL,3.1561,104.73,446.184171932001,11,3,5,3,0.192307692307692
CHEMBL162631,6.07,hCatL,1.8017,93.73,362.184171932001,9,2,5,1,0.526315789473684
CHEMBL64245,4.8,hCatL,2.6354,105.76,437.195070964001,7,3,5,2,0.375
CHEMBL423995,7.31,hCatL,4.2491,125.56,622.336649812001,19,1,7,2,0.5
CHEMBL57836,6.16,hCatL,5.2588,147.75,609.262104968001,17,4,8,3,0.387096774193548
CHEMBL292513,7.06,hCatL,0.831300000000001,122.83,391.174335520001,11,3,6,1,0.473684210526316
CHEMBL64098,5.43,hCatL,0.975400000000001,122.83,403.174335520001,7,3,6,1,0.5
CHEMBL61805,5.58,hCatL,1.4116,93.73,348.168521868001,9,2,5,1,0.5
CHEMBL64612,5.47,hCatL,2.6354,105.76,437.195070964001,7,3,5,2,0.375
CHEMBL115676,8.72,hCatL,3.9405,108.13,491.187877408001,12,3,4,4,0.259259259259259
CHEMBL301683,6.29,hCatL,2.0477,93.73,364.199821996001,14,2,5,1,0.526315789473684
CHEMBL281540,6.47,hCatL,3.4701,151.93,582.305349684001,20,4,7,2,0.451612903225806
CHEMBL62239,6.6,hCatL,1.4634,97.39,369.168856216001,8,2,5,2,0.4
CHEMBL115394,9.13,hCatL,3.4505,84.5,430.189257312001,10,2,4,3,0.192307692307692
CHEMBL349445,6.24,hCatL,1.2435,104.81,389.195070964001,10,2,5,1,0.5
CHEMBL2371402,6.4,hCatL,1.8577,116.84,474.284220316001,16,3,6,1,0.6
CHEMBL118449,7.8,hCatL,3.9548,143.14,608.320999748001,17,3,7,2,0.484848484848485
CHEMBL62655,5.17,hCatL,1.1195,122.83,403.174335520001,7,3,6,1,0.5
CHEMBL426774,7.3,hCatL,3.1213,120.9,470.195405312001,11,2,4,3,0.185185185185185
CHEMBL3143389,6.68,hCatL,4.48630000000001,209.9,896.440738020002,26,7,7,5,0.294117647058824
CHEMBL3143397,6.57,hCatL,3.17210000000001,180.8,701.372324112002,23,6,6,3,0.394736842105263
CHEMBL3143399,7.35,hCatL,2.85077,198.53,737.335938604001,21,9,7,4,0.275
CHEMBL3143404,7.8,hCatL,3.87287000000001,178.3,727.387974176001,20,8,6,3,0.425
CHEMBL3143391,6.77,hCatL,1.99907000000001,221.39,764.346837636001,21,9,7,4,0.268292682926829
CHEMBL3143401,6.62,hCatL,2.87910000000001,180.8,719.328745048001,23,6,7,3,0.378378378378378
CHEMBL2371032,6.03,hCatL,2.8004,159.49,679.282840412001,18,5,6,4,0.236842105263158
CHEMBL3143407,5.18,hCatL,4.05370000000001,209.9,868.409437892002,24,7,7,5,0.26530612244898
CHEMBL3143398,5.41,hCatL,0.956070000000007,242.7,730.373721080001,22,10,7,3,0.351351351351351
CHEMBL3143396,6.31,hCatL,4.53330000000001,209.9,864.468667020002,25,7,6,5,0.294117647058824
CHEMBL3143395,6.7,hCatL,4.78150000000001,171.52,840.403289892002,25,6,7,5,0.285714285714286
CHEMBL3143392,4.13,hCatL,1.06157000000001,241.62,748.369681256001,21,9,7,4,0.268292682926829
CHEMBL3143405,7.17,hCatL,3.62647000000001,194.09,760.351923016001,20,9,6,5,0.261904761904762
CHEMBL3143408,6.68,hCatL,2.10280000000001,180.8,659.325373920001,20,7,6,3,0.342857142857143
CHEMBL3143406,7.72,hCatL,4.09620000000001,209.9,882.425087956002,25,7,7,5,0.28
CHEMBL3143402,6.57,hCatL,4.81217000000001,178.3,797.372324112001,21,8,6,5,0.239130434782609
CHEMBL3143403,6.8,hCatL,4.29837000000001,178.3,771.356674048001,20,8,6,5,0.25
CHEMBL3143390,7.68,hCatL,3.87267000000001,207.4,868.409437892002,24,9,7,5,0.26530612244898
CHEMBL3143410,4.42,hCatL,0.735000000000008,266.98,775.380580288002,21,8,7,4,0.261904761904762
CHEMBL280587,5.21,hCatL,4.4057,89.26,448.178692628001,8,2,3,4,0.0689655172413793
CHEMBL51128,7.05,hCatL,1.10477,151.44,452.205969996001,13,4,6,2,0.291666666666667
CHEMBL48837,9.22,hCatL,4.1985,110.8,530.241686808001,16,2,6,3,0.290322580645161
CHEMBL48605,6.01,hCatL,-0.625499999999994,185.84,454.290368316001,20,5,6,0,0.714285714285714
CHEMBL119219,7.26,hCatL,4.3297,114.04,543.236935776001,12,2,6,3,0.290322580645161
CHEMBL119285,6.92,hCatL,3.4331,138.96,581.321334096001,18,3,8,2,0.516129032258065
CHEMBL126122,7.82,hCatL,0.9753,124.6,391.210721028001,15,4,5,1,0.5
CHEMBL123571,5.37,hCatL,0.5868,124.6,377.195070964001,14,4,5,1,0.473684210526316
CHEMBL125553,7.64,hCatL,0.778700000000002,124.6,357.226371092001,17,4,5,0,0.764705882352941
CHEMBL124623,8.15,hCatL,2.0015,124.6,433.257671220001,18,4,5,1,0.565217391304348
CHEMBL122591,8.52,hCatL,2.2277,84.5,354.157957184001,9,2,4,2,0.25
CHEMBL61887,5,hCatL,4.5298,101.58,490.258005568001,15,3,6,3,0.321428571428571
CHEMBL60242,5.4,hCatL,3.5644,88.69,413.231456472001,14,3,5,2,0.391304347826087
CHEMBL64546,6.82,hCatL,3.068,79.46,383.220891788001,13,3,4,2,0.363636363636364
CHEMBL64634,5,hCatL,4.1136,97.92,483.273321284001,14,3,6,2,0.481481481481481
CHEMBL303517,5.22,hCatL,4.8772,88.69,467.278406664001,14,3,5,2,0.481481481481481
CHEMBL294260,6.24,hCatL,4.637,88.69,481.294056728001,16,3,5,2,0.5
CHEMBL61471,6.89,hCatL,3.0766,88.69,413.231456472001,15,3,5,2,0.391304347826087
CHEMBL59605,6.1,hCatL,3.0766,88.69,413.231456472001,15,3,5,2,0.391304347826087
CHEMBL60835,5.16,hCatL,5.1197,95.25,498.263090948001,14,4,4,4,0.266666666666667
CHEMBL304918,7.05,hCatL,3.5493,95.25,422.231790820001,13,4,4,3,0.333333333333333
CHEMBL64604,7.52,hCatL,3.6304,79.46,411.252191916001,15,3,4,2,0.416666666666667
CHEMBL59277,5,hCatL,4.0288,91.93,496.304955760001,15,3,6,2,0.5
CHEMBL304669,5,hCatL,5.26730000000001,88.69,481.294056728001,14,3,5,2,0.5
CHEMBL58179,6.24,hCatL,4.1028,88.69,455.278406664001,18,3,5,2,0.461538461538462
CHEMBL59817,5.89,hCatL,5.2008,79.46,487.283492044001,16,3,4,3,0.333333333333333
CHEMBL184514,5.43,hCatL,3.53268,68.16,390.241961580001,9,2,4,2,0.416666666666667
CHEMBL2111806,5.2,hCatL,3.87488,59.37,404.257611644001,10,1,4,2,0.44
CHEMBL123199,5.78,hCatL,5.04358000000001,59.37,446.304561836001,9,1,4,2,0.5
CHEMBL122149,5.32,hCatL,3.53268,68.16,390.241961580001,9,2,4,2,0.416666666666667
CHEMBL29483,7.41,hCatL,3.5647,143.14,594.305349684001,17,3,7,2,0.46875
CHEMBL31947,7.33,hCatL,4.3449,143.14,622.336649812001,17,3,7,2,0.5
CHEMBL124159,5.8,hCatL,3.95968,65.36,391.225977168001,9,1,4,2,0.416666666666667
CHEMBL122812,6.47,hCatL,3.35698,76.95,390.241961580001,9,3,4,2,0.416666666666667
CHEMBL334074,5.65,hCatL,4.86038000000001,56.13,415.262362676001,9,1,3,2,0.481481481481481
CHEMBL122513,7.38,hCatL,1.47088,81.99,273.147726848001,8,2,3,1,0.4
CHEMBL117144,5.07,hCatL,4.4159,55.4,331.214743788001,9,1,3,1,0.6
CHEMBL281086,7.8,hCatL,3.9548,143.14,608.320999748001,17,3,7,2,0.484848484848485
CHEMBL121807,6.08,hCatL,3.51808,65.78,307.168462292001,8,1,3,2,0.315789473684211
CHEMBL123291,6.85,hCatL,3.23738,79.6,434.268176328001,12,2,5,2,0.461538461538462
CHEMBL116402,6.57,hCatL,3.8292,55.4,283.214743788001,10,1,3,0,0.875
CHEMBL284939,9.31,hCatL,4.2693,143.31,709.347548844001,15,2,9,4,0.425
CHEMBL125656,5.24,hCatL,4.25098,83.29,419.145676160001,8,0,5,2,0.333333333333333
CHEMBL123227,5.33,hCatL,3.87488,59.37,404.257611644001,10,1,4,2,0.44
CHEMBL122424,5.25,hCatL,3.51808,65.78,307.168462292001,8,1,3,2,0.315789473684211
CHEMBL122318,5.57,hCatL,4.60438,68.68,345.184112356001,8,2,2,3,0.272727272727273
CHEMBL122879,5.02,hCatL,4.01598,79.6,462.299476456001,14,2,5,2,0.5
CHEMBL281540,6.47,hCatL,3.4701,151.93,582.305349684001,20,4,7,2,0.451612903225806
CHEMBL123200,5.67,hCatL,3.83408,76.44,446.268176328001,12,1,5,2,0.444444444444444
CHEMBL116724,5.92,hCatL,3.6357,55.4,303.183443660001,9,1,3,1,0.555555555555556
CHEMBL116779,6.96,hCatL,4.2718,55.4,319.214743788001,13,1,3,1,0.578947368421053
CHEMBL332776,5.41,hCatL,4.07148,59.37,438.241961580001,8,1,4,3,0.285714285714286
CHEMBL286364,8.66,hCatL,2.5109,138.68,526.188605680001,10,2,7,3,0.384615384615385
CHEMBL117658,5.7,hCatL,4.0258,55.4,317.199093724001,9,1,3,1,0.578947368421053
CHEMBL123037,5.77,hCatL,4.49978,64.92,387.231062548001,9,2,3,2,0.36
CHEMBL114161,6.13,hCatL,3.1015,55.4,277.167793596001,10,1,3,1,0.5
CHEMBL123592,5.22,hCatL,3.51808,65.78,307.168462292001,8,1,3,2,0.315789473684211
CHEMBL123038,5.56,hCatL,4.59008,64.92,389.246712612001,9,2,3,2,0.44
CHEMBL114462,7.82,hCatL,3.4916,55.4,291.183443660001,11,1,3,1,0.529411764705882
CHEMBL122764,6.3,hCatL,4.12308,52.89,306.173213324001,8,1,2,2,0.3
CHEMBL286034,6.54,hCatL,4.3449,143.14,622.336649812001,17,3,7,2,0.5
CHEMBL333716,6.04,hCatL,3.78398,74.15,391.225977168001,9,2,4,2,0.416666666666667
CHEMBL126152,5.08,hCatL,5.18508000000001,65.78,383.199762420001,9,1,3,3,0.24
CHEMBL140794,6.77,hCatL,1.59638,81.99,321.147726848001,7,2,3,2,0.210526315789474
CHEMBL342145,7.51,hCatL,3.18578,81.99,397.179026976001,8,2,3,3,0.16
CHEMBL134083,6.26,hCatL,3.5377,128.52,521.176227340001,12,3,6,3,0.214285714285714
CHEMBL336228,7.7,hCatL,4.7778,128.52,575.242021156001,14,3,6,4,0.2
CHEMBL140756,8.22,hCatL,3.4942,81.99,411.194677040001,9,2,3,3,0.192307692307692
CHEMBL180839,6.89,hCatL,2.83398,53.33,264.183778008,5,0,4,0,0.866666666666667
CHEMBL183812,9.15,hCatL,2.44388,53.33,250.168127944,5,0,4,0,0.857142857142857
CHEMBL183660,7.09,hCatL,2.62688,65.36,279.194677040001,5,1,4,0,0.866666666666667
CHEMBL182956,6.45,hCatL,3.29108,80.19,411.209281548001,10,3,6,2,0.454545454545455
CHEMBL184514,5.43,hCatL,3.53268,68.16,390.241961580001,9,2,4,2,0.416666666666667
CHEMBL183306,5.68,hCatL,3.22958,80.19,405.252860612001,10,3,5,2,0.416666666666667
CHEMBL185431,6.97,hCatL,3.22958,80.19,405.252860612001,10,3,5,2,0.416666666666667
CHEMBL184859,6.94,hCatL,3.22958,80.19,405.252860612001,10,3,5,2,0.416666666666667
CHEMBL365007,6.34,hCatL,2.97698,64.92,329.019745232001,8,2,4,1,0.5
CHEMBL2371795,4.82,hCatL,1.9117,179.56,653.390082352002,17,4,8,1,0.705882352941177
CHEMBL184035,4.29,hCatL,4.04470000000001,179.56,743.437032544002,16,4,8,2,0.609756097560976
CHEMBL182346,4.05,hCatL,,,,,,,,
CHEMBL180528,6.17,hCatL,4.2919,126.07,610.316663316001,15,3,6,2,0.515151515151515
CHEMBL362134,5.52,hCatL,5.27340000000001,84.5,464.267507632001,13,2,4,2,0.464285714285714
CHEMBL426611,5.52,hCatL,4.6957,84.5,438.251857568001,15,2,4,2,0.423076923076923
CHEMBL182775,5.92,hCatL,4.9868,84.5,452.267507632001,16,2,4,2,0.444444444444444
CHEMBL366268,5.89,hCatL,5.13090000000001,84.5,464.267507632001,14,2,4,2,0.464285714285714
CHEMBL184403,5.66,hCatL,5.52100000000001,84.5,478.283157696001,14,2,4,2,0.482758620689655
CHEMBL184329,5.8,hCatL,5.52100000000001,84.5,478.283157696001,15,2,4,2,0.482758620689655
CHEMBL187687,5.89,hCatL,5.91110000000001,84.5,492.298807760001,16,2,4,2,0.5
CHEMBL185097,6.48,hCatL,3.7544,113.18,444.217283628001,12,3,5,2,0.478260869565217
CHEMBL186778,5,hCatL,5.42530000000001,123.42,534.284220316001,14,2,7,3,0.433333333333333
CHEMBL189604,4.77,hCatL,5.0352,123.42,520.268570252001,17,2,7,3,0.413793103448276
CHEMBL188563,4.77,hCatL,5.81540000000001,123.42,548.299870380001,19,2,7,3,0.451612903225806
CHEMBL188438,4.48,hCatL,5.56440000000001,123.42,552.274798504001,14,2,7,3,0.433333333333333
CHEMBL188400,4.16,hCatL,4.9285,152.1,564.230802752001,12,3,8,3,0.461538461538462
CHEMBL234367,5.06,hCatL,5.1995,131,562.251538196001,12,3,7,3,0.444444444444444
CHEMBL190053,4.44,hCatL,5.1995,131,562.251538196001,12,3,7,3,0.444444444444444
CHEMBL191584,5,hCatL,5.1995,131,562.251538196001,12,3,7,3,0.444444444444444
CHEMBL191178,4.43,hCatL,4.578,136.73,580.262102880001,12,3,6,2,0.518518518518519
CHEMBL426617,4.82,hCatL,3.0818,152.52,545.264962092001,12,3,8,2,0.555555555555556
CHEMBL190121,10.6,hCatL,2.39938,65.36,239.163376912,6,1,4,0,0.833333333333333
CHEMBL189149,5.82,hCatL,2.30138,53.33,238.168127944,7,0,4,0,0.846153846153846
CHEMBL371420,9.1,hCatL,3.17798,65.36,267.19467704,8,1,4,0,0.857142857142857
CHEMBL191558,10.44,hCatL,2.06178,65.36,247.132076784,7,1,4,1,0.384615384615385
CHEMBL365564,6.37,hCatL,0.0115799999999996,149.34,360.154603120001,6,4,10,2,0.625
CHEMBL370318,6.52,hCatL,3.55768,79.42,310.190594704001,3,1,6,2,0.647058823529412
CHEMBL363847,7.05,hCatL,1.68998,85.9,368.243692896001,6,1,8,2,0.68421052631579
CHEMBL186062,7.12,hCatL,2.02078,91.89,357.227708484001,10,1,8,2,0.666666666666667
CHEMBL189730,6.25,hCatL,4.76188,104.36,552.296122392001,11,1,10,4,0.419354838709677
CHEMBL361499,6.64,hCatL,4.75048,119.14,527.264487916001,14,2,10,4,0.379310344827586
CHEMBL188865,7.36,hCatL,4.22228,106.47,428.207307388001,8,1,9,4,0.347826086956522
CHEMBL188139,7.09,hCatL,3.57298,95.13,460.269907644001,9,1,9,3,0.52
CHEMBL371749,5.36,hCatL,4.5426,84.5,416.267507632001,13,2,4,1,0.625
CHEMBL195301,5.17,hCatL,4.5426,84.5,416.267507632001,13,2,4,1,0.625
CHEMBL196240,6.34,hCatL,4.4054,84.5,422.220557440001,11,2,4,2,0.4
CHEMBL195963,6.18,hCatL,4.7955,84.5,436.236207504001,11,2,4,2,0.423076923076923
CHEMBL196298,6,hCatL,3.9065,84.5,400.236207504001,11,2,4,1,0.608695652173913
